"","Gene_name","Description","log2FC_type2-type1","q-value","sex"
"3144","EARS2","Probable glutamate--tRNA ligase, mitochondrial",0.46816163446711,0.0249955043646756,"male"
"3145","PCMT1","Protein-L-isoaspartate(D-aspartate) O-methyltransferase",0.467478387321549,1.29465749470022e-07,"male"
"3146","FLG2","Filaggrin-2",0.466053124723453,0.0688822814257079,"male"
"3147","BUB3","Mitotic checkpoint protein BUB3",0.465939770656297,0.00101949975054133,"male"
"3148","GON7","EKC/KEOPS complex subunit GON7",0.464940967231396,0.0159683484544089,"male"
"3149","COL18A1","Collagen alpha-1(XVIII) chain",0.464179570460166,7.85689956337485e-05,"male"
"3150","NEK7","Serine/threonine-protein kinase Nek7",0.46409143738564,1.79434924262696e-06,"male"
"3151","NUDT3","Diphosphoinositol polyphosphate phosphohydrolase 1",0.463932904852959,0.00039271911135786,"male"
"3152","MAPRE3","Microtubule-associated protein RP/EB family member 3",0.462838281150828,0.00010562379449402,"male"
"3153","GLS","Glutaminase kidney isoform, mitochondrial",0.462326553350394,0.00128773173179631,"male"
"3154","STIM1","Stromal interaction molecule 1",0.461840497052242,1.04939414697374e-06,"male"
"3155","ALPK3","Alpha-protein kinase 3",0.460795062560219,3.16974358554912e-06,"male"
"3156","STAT3","Signal transducer and activator of transcription 3",0.457928390886908,0.0024855642933619,"male"
"3157","STX4","Syntaxin-4",0.45622576141592,2.77483704105202e-05,"male"
"3158","CALM1","Calmodulin-1",0.455492059406334,4.63626772165341e-05,"male"
"3159","LSM14B","Protein LSM14 homolog B",0.455356660617326,0.00132836638808869,"male"
"3160","FLG","Filaggrin",0.453737337429763,0.119254080533412,"male"
"3161","ATRN","Attractin",0.452895590262827,0.00053155515494977,"male"
"3162","HOOK3","Protein Hook homolog 3",0.452687165225559,0.0004543143120996,"male"
"3163","PICALM","Phosphatidylinositol-binding clathrin assembly protein",0.451572376939559,0.0018591594024292,"male"
"3164","OLA1","Obg-like ATPase 1",0.451394203696164,1.74760893038215e-06,"male"
"3165","PREP","Prolyl endopeptidase",0.451381240470662,2.17553899939617e-06,"male"
"3166","CORO1C","Coronin-1C",0.450287950156685,0.00531200361033944,"male"
"3167","HEXB","Beta-hexosaminidase subunit beta",0.450087105590233,0.0031139631663037,"male"
"3168","SLC2A4","Solute carrier family 2, facilitated glucose transporter member 4",0.4496916228047,0.00072747008740905,"male"
"3169","RAPH1","Ras-associated and pleckstrin homology domains-containing protein 1",0.447922219638608,0.0191621675692416,"male"
"3170","DCUN1D1","DCN1-like protein 1",0.447119526202464,9.69670671461895e-07,"male"
"3171","MYOM2","Myomesin-2",0.446158445110669,2.1774459537425e-08,"male"
"3172","PMVK","Phosphomevalonate kinase",0.44518694407496,2.5970911938438e-05,"male"
"3173","SRSF4","Serine/arginine-rich splicing factor 4",0.444786747006006,0.00501287658918762,"male"
"3174","HINT1","Adenosine 5'-monophosphoramidase HINT1",0.444765138719614,9.63384869800105e-08,"male"
"3175","AP2S1","AP-2 complex subunit sigma",0.444685708509667,0.00772128506985097,"male"
"3176","NCK2","Cytoplasmic protein NCK2",0.444065683772749,0.00162218150227504,"male"
"3177","IKBKB","Inhibitor of nuclear factor kappa-B kinase subunit beta",0.4420317659887,0.036638791022725,"male"
"3178","WASHC2C","WASH complex subunit 2C",0.438999083601649,0.00680408595530466,"male"
"3179","EZR","Ezrin",0.438752579672487,8.69905699579222e-05,"male"
"3180","FKBP3","Peptidyl-prolyl cis-trans isomerase FKBP3",0.437960759550215,2.06889457884071e-05,"male"
"3181","KIFBP","KIF-binding protein",0.437454397598362,0.00335447244566709,"male"
"3182","HLA-B","HLA class I histocompatibility antigen, B alpha chain",0.437416421643844,0.00647099182349312,"male"
"3183","ANK2","Ankyrin-2",0.436786648894261,0.00013319886706203,"male"
"3184","LRPAP1","Alpha-2-macroglobulin receptor-associated protein",0.436271089790997,6.91200495701337e-05,"male"
"3185","YIPF3","Protein YIPF3",0.434923918427687,0.00447529865147937,"male"
"3186","RPL24","60S ribosomal protein L24",0.434861731847604,0.00016224360413782,"male"
"3187","SERBP1","Plasminogen activator inhibitor 1 RNA-binding protein",0.433737349218882,0.00018008046051005,"male"
"3188","CHID1","Chitinase domain-containing protein 1",0.433307743593927,0.00031842229501785,"male"
"3189","HYCC1","Hyccin",0.431599898793664,0.00801218601367268,"male"
"3190","KCNJ11","ATP-sensitive inward rectifier potassium channel 11",0.428762952076831,0.00314908159796522,"male"
"3191","FTL","Ferritin light chain",0.42867612701235,0.015184960262044,"male"
"3192","MYORG","Myogenesis-regulating glycosidase",0.428055683516515,0.00371750946610165,"male"
"3193","WDR43","WD repeat-containing protein 43",0.427538428098298,0.00035492830164369,"male"
"3194","CCDC22","Coiled-coil domain-containing protein 22",0.426216889896409,0.00089986212304375,"male"
"3195","TRMT112","Multifunctional methyltransferase subunit TRM112-like protein",0.426087841183911,0.00021016862000101,"male"
"3196","UBFD1","Ubiquitin domain-containing protein UBFD1",0.425794344527574,0.00362213625734241,"male"
"3197","STRIP2","Striatin-interacting protein 2",0.420829390125526,0.00392337137640645,"male"
"3198","CBFB","Core-binding factor subunit beta",0.42044718687189,0.0393858770919533,"male"
"3199","EPHX1","Epoxide hydrolase 1",0.416087569545553,0.00254072866408223,"male"
"3200","TMOD1","Tropomodulin-1",0.413925132312967,8.69905699579222e-05,"male"
"3201","SWAP70","Switch-associated protein 70",0.411885818866134,0.0128586685239283,"male"
"3202","RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B",0.411364489436428,0.002726960111552,"male"
"3203","APOC3","Apolipoprotein C-III",0.410207518372099,0.0118975745936442,"male"
"3204","AGMAT","Agmatinase, mitochondrial",0.410085977851123,0.0508640328288142,"male"
"3205","SBDS","Ribosome maturation protein SBDS",0.409013013351561,9.05667097424378e-05,"male"
"3206","HLCS","Biotin--protein ligase",0.408987503503996,0.189603638464733,"male"
"3207","DHRS7","Dehydrogenase/reductase SDR family member 7",0.40895107707922,1.51320924507741e-07,"male"
"3208","HACD1","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1",0.408552284863744,0.00820840095902825,"male"
"3209","SETD3","Actin-histidine N-methyltransferase",0.408411089539698,0.0111879596512793,"male"
"3210","MAPT","Microtubule-associated protein tau",0.408343314407944,3.44545808542509e-05,"male"
"3211","PEF1","Peflin",0.408055046429189,0.0371544446944326,"male"
"3212","AIP","AH receptor-interacting protein",0.407101758621588,0.0748535970848668,"male"
"3213","SNAP23","Synaptosomal-associated protein 23",0.404781610547053,0.00072672093861126,"male"
"3214","RPL28","60S ribosomal protein L28",0.404546272450578,0.00035407157946068,"male"
"3215","FKBP1A","Peptidyl-prolyl cis-trans isomerase FKBP1A",0.404284315079764,0.00014177872797112,"male"
"3216","ERO1A","ERO1-like protein alpha",0.4040641179703,2.70873653403528e-06,"male"
"3217","UBL5","Ubiquitin-like protein 5",0.403933056619451,0.00136799393552635,"male"
"3218","LMAN2","Vesicular integral-membrane protein VIP36",0.403512670423908,7.23529377667314e-05,"male"
"3219","LPIN1","Phosphatidate phosphatase LPIN1",0.401986532436865,0.00041606287506542,"male"
"3220","API5","Apoptosis inhibitor 5",0.401944964576543,0.0034366455360834,"male"
"3221","RAP1B","Ras-related protein Rap-1b",0.401420089672028,0.0148185067060218,"male"
"3222","AK6","Adenylate kinase isoenzyme 6",0.401240539912726,0.00596935977736493,"male"
"3223","CUTC","Copper homeostasis protein cutC homolog",0.401135819120221,6.79334321616482e-05,"male"
"3224","CAPZA1","F-actin-capping protein subunit alpha-1",0.400235263883797,0.00012358367159037,"male"
"3225","PLXDC2","Plexin domain-containing protein 2",0.3988594381744,0.00644004350172516,"male"
"3226","NAP1L4","Nucleosome assembly protein 1-like 4",0.39678450976214,7.02339494588828e-08,"male"
"3227","SQOR","Sulfide:quinone oxidoreductase, mitochondrial",0.396335502596667,0.00585188951175426,"male"
"3228","TUBA8","Tubulin alpha-8 chain",0.391796289773197,2.19632665661694e-05,"male"
"3229","APOC1","Apolipoprotein C-I",0.391069145004767,0.0172177226963672,"male"
"3230","RTN2","Reticulon-2",0.390872373985983,9.88644533041911e-05,"male"
"3231","GMPR2","GMP reductase 2",0.390595113297882,0.00115338349620333,"male"
"3232","PPT1","Palmitoyl-protein thioesterase 1",0.389928763295011,0.0388868986001308,"male"
"3233","HSPB8","Heat shock protein beta-8",0.389418443772408,0.00128347820372306,"male"
"3234","LRRC14B","Leucine-rich repeat-containing protein 14B",0.388056707605955,0.0159846449907326,"male"
"3235","PIP","Prolactin-inducible protein",0.387733917418423,0.139104505953379,"male"
"3236","STARD10","START domain-containing protein 10",0.387417681412211,0.0742177122100732,"male"
"3237","IPO7","Importin-7",0.387066287279696,8.41109919332334e-05,"male"
"3238","ADA","Adenosine deaminase",0.382513994213109,0.12024597630615,"male"
"3239","RABEP1","Rab GTPase-binding effector protein 1",0.381023085595983,0.00479354550721034,"male"
"3240","JCHAIN","Immunoglobulin J chain",0.380959255697881,0.169162764306869,"male"
"3241","TBCEL","Tubulin-specific chaperone cofactor E-like protein",0.379763810491438,0.052147796465412,"male"
"3242","ATP6V1D","V-type proton ATPase subunit D",0.378483289221487,0.0680716983179928,"male"
"3243","RPN2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2",0.378347813032793,6.67425487473575e-05,"male"
"3244","NDRG2","Protein NDRG2",0.374831673023422,0.00010550815856014,"male"
"3245","ATXN10","Ataxin-10",0.374540975728465,0.00664504065746477,"male"
"3246","COPG2","Coatomer subunit gamma-2",0.37406494180243,0.00527689787245476,"male"
"3247","RPS18","40S ribosomal protein S18",0.373539821256356,0.00015728709253321,"male"
"3248","UTRN","Utrophin",0.372372611465522,0.0561055055440976,"male"
"3249","IGHV3-7","Immunoglobulin heavy variable 3-7",0.372069879341616,0.0490815532546482,"male"
"3250","SSPN","Sarcospan",0.372031064014219,0.00315595493486837,"male"
"3251","PGM2L1","Glucose 1,6-bisphosphate synthase",0.369472679099305,4.87084204794881e-05,"male"
"3252","ARL1","ADP-ribosylation factor-like protein 1",0.369136882204668,0.00313765304255438,"male"
"3253","RPS28","40S ribosomal protein S28",0.367514301767311,1.01455495782321e-05,"male"
"3254","PTRH2","Peptidyl-tRNA hydrolase 2, mitochondrial",0.367247007879202,0.0023857545635682,"male"
"3255","NACA","Nascent polypeptide-associated complex subunit alpha, muscle-specific form",0.367127167781584,0.00169336442575785,"male"
"3256","BSG","Basigin",0.366350245479129,6.55294780744081e-05,"male"
"3257","NUP43","Nucleoporin Nup43",0.365013782771429,0.00010348266575622,"male"
"3258","MAPRE2","Microtubule-associated protein RP/EB family member 2",0.362517181124607,2.89333557613068e-06,"male"
"3259","EDF1","Endothelial differentiation-related factor 1",0.362100431068761,0.00113759563017335,"male"
"3260","ARHGAP10","Rho GTPase-activating protein 10",0.361865455736631,0.0156861588906863,"male"
"3261","THRAP3","Thyroid hormone receptor-associated protein 3",0.360307219650084,0.00818207301315738,"male"
"3262","SRP54","Signal recognition particle 54 kDa protein",0.360161565509976,0.0259045633599419,"male"
"3263","FSD2","Fibronectin type III and SPRY domain-containing protein 2",0.358092913195176,2.68209772573203e-05,"male"
"3264","GMPS","GMP synthase [glutamine-hydrolyzing]",0.357657020356173,0.0180023749711632,"male"
"3265","TGFBI","Transforming growth factor-beta-induced protein ig-h3",0.357087179249548,0.00013223421811067,"male"
"3266","ABCE1","ATP-binding cassette sub-family E member 1",0.356868028980868,3.68787198462243e-05,"male"
"3267","KPNA3","Importin subunit alpha-4",0.35621636341846,9.36508639723962e-05,"male"
"3268","EIF4H","Eukaryotic translation initiation factor 4H",0.356030243356674,1.09537656907192e-05,"male"
"3269","RPL26L1","60S ribosomal protein L26-like 1",0.355450157721474,0.0285386256044699,"male"
"3270","JPH2","Junctophilin-2",0.35503824494867,1.04746170549206e-05,"male"
"3271","LSM2","U6 snRNA-associated Sm-like protein LSm2",0.355019237866182,7.77784617827939e-05,"male"
"3272","SEPTIN9","Septin-9",0.354804251302919,0.0464627696162803,"male"
"3273","USP24","Ubiquitin carboxyl-terminal hydrolase 24",0.3544678040878,0.00040515030309366,"male"
"3274","SBSN","Suprabasin",0.352663408391576,0.0990401315264457,"male"
"3275","UBE2N","Ubiquitin-conjugating enzyme E2 N",0.351953996309447,0.00042058615050484,"male"
"3276","DNAJC7","DnaJ homolog subfamily C member 7",0.351644434371188,0.00154263885646114,"male"
"3277","PRRC1","Protein PRRC1",0.350737674341099,0.0158918843582242,"male"
"3278","POTEJ","POTE ankyrin domain family member J",0.349736123543213,0.0652863661213876,"male"
"3279","TPRKB","EKC/KEOPS complex subunit TPRKB",0.348203453035286,0.0117182353587008,"male"
"3280","UCHL1","Ubiquitin carboxyl-terminal hydrolase isozyme L1",0.348137984112524,0.0110048287989288,"male"
"3281","CCDC47","PAT complex subunit CCDC47",0.348010107742356,0.00773149524521353,"male"
"3282","PDAP1","28 kDa heat- and acid-stable phosphoprotein",0.347833807745085,0.00025288424317041,"male"
"3283","PDLIM5","PDZ and LIM domain protein 5",0.347278413569445,0.00158524895870848,"male"
"3284","SEL1L3","Protein sel-1 homolog 3",0.34652814046947,0.0023996510629832,"male"
"3285","RPS5","40S ribosomal protein S5",0.346513179588852,0.0105260865799154,"male"
"3286","DYSF","Dysferlin",0.345923150146294,2.10922329316725e-05,"male"
"3287","SPEG","Striated muscle preferentially expressed protein kinase",0.345518285802434,0.00023491825115985,"male"
"3288","JPT2","Jupiter microtubule associated homolog 2",0.343523449398765,0.0106499944773733,"male"
"3289","RPL22","60S ribosomal protein L22",0.34242194470491,0.00141844787361256,"male"
"3290","SNRPC","U1 small nuclear ribonucleoprotein C",0.340611577770082,0.00596001516273161,"male"
"3291","BAG2","BAG family molecular chaperone regulator 2",0.338916788499899,2.6388441277297e-06,"male"
"3292","EEF1A2","Elongation factor 1-alpha 2",0.337680911753452,1.61979199079606e-06,"male"
"3293","MPDU1","Mannose-P-dolichol utilization defect 1 protein",0.336434719774489,0.00403322916980367,"male"
"3294","RPS11","40S ribosomal protein S11",0.336342197884303,0.00282186162402393,"male"
"3295","CASP7","Caspase-7",0.335709964748734,0.0187597879886856,"male"
"3296","UBE2I","SUMO-conjugating enzyme UBC9",0.335132266704861,0.00029560485627404,"male"
"3297","TM9SF2","Transmembrane 9 superfamily member 2",0.335121807525312,0.0118975745936442,"male"
"3298","PDLIM3","PDZ and LIM domain protein 3",0.334960458128808,0.00015809085335185,"male"
"3299","TUBA3C","Tubulin alpha-3C chain",0.334679304543819,0.0017238766066267,"male"
"3300","NAPRT","Nicotinate phosphoribosyltransferase",0.334292264113619,0.0304177017624225,"male"
"3301","PYGL","Glycogen phosphorylase, liver form",0.334243179969317,0.0220382335535899,"male"
"3302","TNFAIP2","Tumor necrosis factor alpha-induced protein 2",0.331734715523208,0.0439718376196817,"male"
"3303","YBX3","Y-box-binding protein 3",0.331549779459042,0.00223617243455883,"male"
"3304","CASTOR2","Cytosolic arginine sensor for mTORC1 subunit 2",0.331548136120354,0.0459037295762811,"male"
"3305","ATOX1","Copper transport protein ATOX1",0.330741807399612,5.17410330357574e-05,"male"
"3306","CALR","Calreticulin",0.330186973343379,2.17553899939617e-06,"male"
"3307","ANXA5","Annexin A5",0.329424870922141,0.00022971093358813,"male"
"3308","SETD7","Histone-lysine N-methyltransferase SETD7",0.329402186561566,0.00042975519495813,"male"
"3309","EPM2A","Laforin",0.329138810821732,0.00053955448191634,"male"
"3310","H3-3B","Histone H3.3",0.328947788042036,0.0272017019037333,"male"
"3311","LARS1","Leucine--tRNA ligase, cytoplasmic",0.327338233964428,1.60057058877989e-05,"male"
"3312","RPL9P9","60S ribosomal protein L9",0.326630385437449,0.00174146949640743,"male"
"3313","RPS25","40S ribosomal protein S25",0.326162753007168,0.0224955118948829,"male"
"3314","STXBP3","Syntaxin-binding protein 3",0.326154093296863,9.92915567208527e-06,"male"
"3315","COL4A1","Collagen alpha-1(IV) chain",0.326009839558516,0.0874607614844002,"male"
"3316","VPS29","Vacuolar protein sorting-associated protein 29",0.325933719526624,4.1561103953351e-05,"male"
"3317","GLUL","Glutamine synthetase",0.325455132480011,0.0259190772662224,"male"
"3318","GPC1","Glypican-1",0.325020965523214,0.0261107222522274,"male"
"3319","PTGES3L","Putative protein PTGES3L",0.324636444277528,0.0160731379064625,"male"
"3320","SRCIN1","SRC kinase signaling inhibitor 1",0.323817037277369,0.0622250440254102,"male"
"3321","LANCL1","Glutathione S-transferase LANCL1",0.323454637912334,0.0004722440217106,"male"
"3322","HMBS","Porphobilinogen deaminase",0.322710437987448,0.013413763983587,"male"
"3323","ATL2","Atlastin-2",0.322587825699651,7.24460883347253e-06,"male"
"3324","CHORDC1","Cysteine and histidine-rich domain-containing protein 1",0.320511172290555,0.00220391467570489,"male"
"3325","LIMCH1","LIM and calponin homology domains-containing protein 1",0.320027222511134,5.61141105956179e-07,"male"
"3326","DYNC1LI2","Cytoplasmic dynein 1 light intermediate chain 2",0.320000896086825,0.0103938866172268,"male"
"3327","KPNA1","Importin subunit alpha-5",0.319729186824798,2.10557624061147e-05,"male"
"3328","OSBP","Oxysterol-binding protein 1",0.318749578201725,0.00143910256515271,"male"
"3329","HS1BP3","HCLS1-binding protein 3",0.318654387221468,0.0260379260560719,"male"
"3330","ADH5","Alcohol dehydrogenase class-3",0.318449755857314,0.000143163620854,"male"
"3331","CNST","Consortin",0.317391671542117,0.0216072224068983,"male"
"3332","DOHH","Deoxyhypusine hydroxylase",0.316942179762036,0.00180187075825986,"male"
"3333","TMEM109","Transmembrane protein 109",0.316006701151302,0.00200197692984769,"male"
"3334","U2AF2","Splicing factor U2AF 65 kDa subunit",0.315990542168672,0.0437893534239301,"male"
"3335","SCARB2","Lysosome membrane protein 2",0.315309059244443,0.00032877706211534,"male"
"3336","NUDCD2","NudC domain-containing protein 2",0.314968975030094,4.85046187598699e-05,"male"
"3337","CCT6A","T-complex protein 1 subunit zeta",0.314829664294777,7.33628396310061e-05,"male"
"3338","TIPRL","TIP41-like protein",0.313841079375477,0.00023674342355511,"male"
"3339","NPEPPS","Puromycin-sensitive aminopeptidase",0.313721692373438,1.92133238622117e-06,"male"
"3340","NPTN","Neuroplastin",0.313647786284262,0.0933826503627081,"male"
"3341","WDR26","WD repeat-containing protein 26",0.312785600191832,0.114394706945588,"male"
"3342","VWA1","von Willebrand factor A domain-containing protein 1",0.311568428345664,0.041985338571866,"male"
"3343","NEXN","Nexilin",0.310613575923188,0.00183714974923707,"male"
"3344","DSC1","Desmocollin-1",0.310422032487056,0.154543358309317,"male"
"3345","SAR1B","GTP-binding protein SAR1b",0.310380132544086,0.00046776686726404,"male"
"3346","FHOD1","FH1/FH2 domain-containing protein 1",0.310062919736062,6.67425487473575e-05,"male"
"3347","SHOC2","Leucine-rich repeat protein SHOC-2",0.30979854921847,0.0246280257834014,"male"
"3348","DAD1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1",0.30874692703005,0.00615261519783978,"male"
"3349","NUDT16","U8 snoRNA-decapping enzyme",0.308209624237509,0.0147142696164424,"male"
"3350","OSTC","Oligosaccharyltransferase complex subunit OSTC",0.308147304000475,0.00700341384707955,"male"
"3351","NUTF2","Nuclear transport factor 2",0.306053595883695,2.79557556202673e-05,"male"
"3352","OTUD4","OTU domain-containing protein 4",0.30307299156331,0.0385050504275991,"male"
"3353","PGRMC2","Membrane-associated progesterone receptor component 2",0.302823101837351,0.0004543143120996,"male"
"3354","LNPEP","Leucyl-cystinyl aminopeptidase",0.30242637709123,0.028840451180853,"male"
"3355","ABHD14B","Putative protein-lysine deacylase ABHD14B",0.302265637169995,0.00354450632169547,"male"
"3356","ASPSCR1","Tether containing UBX domain for GLUT4",0.300873258327732,0.00914777524096678,"male"
"3357","SIX4","Homeobox protein SIX4",0.299791267083826,0.0708897244943593,"male"
"3358","GATC","Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",0.29897535212935,0.00223617243455883,"male"
"3359","ALDOC","Fructose-bisphosphate aldolase C",0.298930260668214,0.122517042562116,"male"
"3360","DENR","Density-regulated protein",0.298841067329709,0.0031707822529645,"male"
"3361","CZIB","CXXC motif containing zinc binding protein",0.298269649065817,0.00074090839782258,"male"
"3362","KIAA1671","Uncharacterized protein KIAA1671",0.296072731161653,0.0251699773921165,"male"
"3363","HIKESHI","Protein Hikeshi",0.295886234935422,4.12396499168618e-05,"male"
"3364","PSME2","Proteasome activator complex subunit 2",0.29545802249525,0.00015378482605336,"male"
"3365","CNIH4","Protein cornichon homolog 4",0.295009350636548,0.0420409021926308,"male"
"3366","CHCHD10","Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",0.293608578083854,0.072397409067102,"male"
"3367","EPDR1","Mammalian ependymin-related protein 1",0.293449398532312,0.00500049528521447,"male"
"3368","RAC1","Ras-related C3 botulinum toxin substrate 1",0.292837996067183,1.72949176202822e-05,"male"
"3369","EIF4G2","Eukaryotic translation initiation factor 4 gamma 2",0.292182663480206,0.00177519832483411,"male"
"3370","PPIL1","Peptidyl-prolyl cis-trans isomerase-like 1",0.291574226928539,0.00639376259439477,"male"
"3371","CSDE1","Cold shock domain-containing protein E1",0.291137984617338,0.00137449950664373,"male"
"3372","SERPINB1","Leukocyte elastase inhibitor",0.291099646798694,1.79535498587374e-05,"male"
"3373","EGFLAM","Pikachurin",0.291058488778583,0.015491240320012,"male"
"3374","SKP1","S-phase kinase-associated protein 1",0.29088044173565,0.0134255363071523,"male"
"3375","HYPK","Huntingtin-interacting protein K",0.290799661917941,0.00983225470438148,"male"
"3376","ADSS1","Adenylosuccinate synthetase isozyme 1",0.2900246958024,0.00029747998529087,"male"
"3377","PSMD4","26S proteasome non-ATPase regulatory subunit 4",0.289208727529534,6.55294780744081e-05,"male"
"3378","SUMO2","Small ubiquitin-related modifier 2",0.288559719268832,0.0177850009642534,"male"
"3379","FNTB","Protein farnesyltransferase subunit beta",0.288191668215152,0.0122209676028476,"male"
"3380","RCN1","Reticulocalbin-1",0.287229327380645,0.00114664646226579,"male"
"3381","NSUN2","RNA cytosine C(5)-methyltransferase NSUN2",0.28664895994066,0.0261869047135309,"male"
"3382","TAB1","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1",0.286466217991384,0.00179647388843772,"male"
"3383","CNPY2","Protein canopy homolog 2",0.286304767834819,0.0152995966565635,"male"
"3384","DDT","D-dopachrome decarboxylase",0.285880089737613,0.0476712176393616,"male"
"3385","SHMT1","Serine hydroxymethyltransferase, cytosolic",0.285629659046705,0.0171580911242175,"male"
"3386","TFG","Protein TFG",0.285575197639295,0.0200904086431619,"male"
"3387","RALA","Ras-related protein Ral-A",0.285150672173751,0.00026547727105342,"male"
"3388","PAIP1","Polyadenylate-binding protein-interacting protein 1",0.285105919989924,0.00211904050506978,"male"
"3389","LHPP","Phospholysine phosphohistidine inorganic pyrophosphate phosphatase",0.284445562891419,0.00554079919402883,"male"
"3390","SIAE","Sialate O-acetylesterase",0.283801127132911,0.015610969290285,"male"
"3391","PRPSAP1","Phosphoribosyl pyrophosphate synthase-associated protein 1",0.283169328273212,0.0081493933841379,"male"
"3392","CLEC3B","Tetranectin",0.282298091383025,0.00360539801047465,"male"
"3393","MYOZ1","Myozenin-1",0.282090787695907,0.00029159516917002,"male"
"3394","LRRFIP1","Leucine-rich repeat flightless-interacting protein 1",0.281960935617414,0.017656237546218,"male"
"3395","RNF114","E3 ubiquitin-protein ligase RNF114",0.280837001157707,0.00407088227691334,"male"
"3396","VCAN","Versican core protein",0.280250538091453,0.081014896938024,"male"
"3397","PCYOX1","Prenylcysteine oxidase 1",0.280205573332061,0.00331425337063998,"male"
"3398","MAP2K3","Dual specificity mitogen-activated protein kinase kinase 3",0.280101257963979,0.00200705014497671,"male"
"3399","HGH1","Protein HGH1 homolog",0.279161435965161,0.0216146068832876,"male"
"3400","CLPP","ATP-dependent Clp protease proteolytic subunit, mitochondrial",0.278163404201404,0.010922081123969,"male"
"3401","PARVB","Beta-parvin",0.27742028024279,0.0149112941078825,"male"
"3402","IGHG4","Immunoglobulin heavy constant gamma 4",0.277064972757106,0.12081615576413,"male"
"3403","CLU","Clusterin",0.277014771253686,0.00828604203928663,"male"
"3404","MDP1","Magnesium-dependent phosphatase 1",0.276999054845918,0.0460861998134594,"male"
"3405","COL1A1","Collagen alpha-1(I) chain",0.276707375018239,0.168020208923017,"male"
"3406","HK1","Hexokinase-1",0.276285065649169,0.00230196733790669,"male"
"3407","AGPAT3","1-acyl-sn-glycerol-3-phosphate acyltransferase gamma",0.275423650744658,0.051239945135481,"male"
"3408","GNG12","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12",0.275215235410981,0.00740654744301402,"male"
"3409","AAMDC","Mth938 domain-containing protein",0.27488178510688,0.0955709208814882,"male"
"3410","RPL38","60S ribosomal protein L38",0.274363718186596,0.00283641055936335,"male"
"3411","PGP","Glycerol-3-phosphate phosphatase",0.274038688045257,0.00088414614215338,"male"
"3412","FKBP2","Peptidyl-prolyl cis-trans isomerase FKBP2",0.274011562906882,0.00078599915073908,"male"
"3413","TRIM55","Tripartite motif-containing protein 55",0.274003026027945,0.0135055877669412,"male"
"3414","ZBTB8OS","Protein archease",0.273964009666296,0.00483974890417479,"male"
"3415","CREG1","Protein CREG1",0.273548678693503,0.145913388862342,"male"
"3416","PRCP","Lysosomal Pro-X carboxypeptidase",0.27339700545981,0.05012249762095,"male"
"3417","UBE2L3","Ubiquitin-conjugating enzyme E2 L3",0.273118232092802,0.00183964182156736,"male"
"3418","RPLP2","60S acidic ribosomal protein P2",0.272731153250206,0.00012849600321233,"male"
"3419","TTN","Titin",0.269580990214251,0.166973066681214,"male"
"3420","CPNE1","Copine-1",0.269560390381612,0.0111033822339283,"male"
"3421","TOM1L2","TOM1-like protein 2",0.269555609382246,0.00228173154521516,"male"
"3422","ADPRH","ADP-ribosylhydrolase ARH1",0.269077791647971,0.0014181975995486,"male"
"3423","VARS1","Valine--tRNA ligase",0.269013856258054,0.0081493933841379,"male"
"3424","EIF3H","Eukaryotic translation initiation factor 3 subunit H",0.268840317664061,0.00064722267373752,"male"
"3425","ACTC1","Actin, alpha cardiac muscle 1",0.268478858978726,0.149790330654446,"male"
"3426","CRIP1","Cysteine-rich protein 1",0.267964989035129,0.0281979442957438,"male"
"3427","DRG1","Developmentally-regulated GTP-binding protein 1",0.267346852284945,0.0344411083725394,"male"
"3428","SLC44A2","Choline transporter-like protein 2",0.267024365131061,0.00958266706676789,"male"
"3429","EIF5A","Eukaryotic translation initiation factor 5A-1",0.266233941881918,6.67439505116145e-05,"male"
"3430","RPL14","60S ribosomal protein L14",0.265884862521482,0.00428530481657423,"male"
"3431","POTEKP","Putative beta-actin-like protein 3",0.265808749270537,0.0873653404010184,"male"
"3432","TPM2","Tropomyosin beta chain",0.265398783234339,1.9860809143433e-05,"male"
"3433","QARS1","Glutamine--tRNA ligase",0.264658799466792,6.16089856731812e-06,"male"
"3434","TRIM63","E3 ubiquitin-protein ligase TRIM63",0.262386999403988,0.0108638881519539,"male"
"3435","PSMD10","26S proteasome non-ATPase regulatory subunit 10",0.261770899373232,0.00066040513848915,"male"
"3436","NRAP","Nebulin-related-anchoring protein",0.261146455121972,0.104635834042845,"male"
"3437","EIF1B","Eukaryotic translation initiation factor 1b",0.261097205614789,0.0477107143674588,"male"
"3438","RALB","Ras-related protein Ral-B",0.260682753513947,0.0448005001356543,"male"
"3439","SCN1B","Sodium channel subunit beta-1",0.260123266717606,0.00132836185812531,"male"
"3440","KRT71","Keratin, type II cytoskeletal 71",0.260093986646682,0.193695436611513,"male"
"3441","MATR3","Matrin-3",0.259681586465378,0.00483974890417479,"male"
